Gid,SE_T002_002,SE_T030_002,SE_T083_001,SE_T147_001
17031310200,12288.46,0,31403,30
22071012700,11077.22,0,36917,22
48123970300,30.79007,0,30994,17
25023508200,748.8051,9.92,37793,40
22083970200,23.51015,1.32,21999,20
06073006600,8777.655,0,14903,16
25001010208,75.83521,0,36833,17
34013012000,17352.44,0,20883,28
25001010206,160.1275,0,35042,21
06037104201,10986.21,6.87,12543,29
13089022302,3183.155,0,43906,30
13089022301,3663.854,11.19,41888,26
17031830500,3267.419,5.21,11678,34
35061970200,827.3641,0,26253,29
24033807000,4528.574,0,26441,30
37079950102,86.57399,3.4,15160,18
36005036700,75810.23,7.04,11703,40
42125711000,55.33829,0,27839,34
06037139001,10535.11,0,37410,33
53033001000,5340.31,0,38333,30
04013616100,6458.907,0,26876,31
48451001102,3393.467,17.28,20312,14
36005039700,19962.93,0,6995,33
16001000400,3972.79,0,27033,17
08031011902,6917.772,57.56,30107,29
08031011903,5731.744,0,30118,29
25017385201,1178.484,0,36528,27
04023966402,4786.412,8.59,12608,17
48439104602,5793.666,0,11544,26
48439104603,3880.465,14.71,12078,24
48439104604,2366.653,18.23,11820,26
36055002900,12929.13,0,37615,19
42125762000,77.66628,0,29300,32
08101002600,4154.205,18.45,16965,17
39017014100,375.4538,0,16590,22
48011950100,2.104258,1.1,28542,27
06089012200,312.6792,0,21660,24
04013218000,5715.642,0,34774,20
01001020200,1701.917,0,19497,23
06037239320,31752.39,9.13,10895,33
12107950100,39.40187,21.03,24585,28
10003013400,2492.232,0,32738,23
06001432300,11644.85,0,32728,35
36081012601,48251.11,1.69,19463,46
36081012602,45689.1,0,22457,46
53033024500,3425.55,0,88960,25
18141002400,7724.98,18.79,10537,27
25009251600,11662.63,7.32,14304,22
39139001300,4778.884,0,21963,19
26125190800,1137.379,0,81021,31
51121020300,595.6432,4.95,29157,15
17063000500,62.3826,0,34581,25
26139024500,3884.764,0.63,6110,17
45051040105,1135.279,0,37116,22
45051040104,338.7944,0,23103,21
17075950900,14.74269,5,23609,24
45051040101,338.4733,0,22549,22
45051040103,859.112,0,29323,19
45051040102,726.6041,0,22282,19
23005011100,309.6033,0,31658,22
06037554301,14261.16,0,19708,31
06037554302,15036.26,22.96,16407,27
15003980800,0,0,0,0
48181000800,1047.969,0,28388,18
51760030200,5188.073,0,20125,17
40061279300,17.92882,7.36,20363,25
18035001700,319.1938,11.43,13393,24
04027000501,6034.398,33.13,27936,16
12086009705,32362.94,0,16497,32
12086009706,9361.855,0,37455,28
04027000502,4597.262,0,23450,16
17143001800,5649.956,21.48,15009,15
12086009703,4605.968,0,44753,28
34041031301,279.6352,0,41058,34
34041031302,226.0562,7.95,51421,41
20147475200,3.667372,0,24269,17
31101000100,3470.454,12.12,21014,10
20095961200,247.5879,7.78,27953,18
42093050400,85.72791,3.73,33689,21
25005645101,2165.64,0,33272,25
17019005401,1986.289,0,21419,16
15001022000,6.96416,0,22635,39
25005645102,519.1766,2.15,33467,29
72099420302,1708.108,8.26,10116,23
45013000800,1996.775,0,23808,19
21111007100,1912.762,0,19936,22
17113001700,6499.484,0,22215,18
02020001601,5339.752,0,32029,15
26021010100,197.7987,0,28017,21
01121011000,277.4093,0,21395,17
06065040806,2922.877,0,37883,37
51195930700,89.79094,0,15463,28
10003011800,262.7156,0,103854,22
18105000202,12168.05,0,6082,11
18105000201,7552.563,0,4567,14
06065040808,11272.3,4,19573,39
06065040809,4053.333,0,23594,42
53041971800,10.04391,8.25,23735,37
47085130400,11.03767,0,25037,27
09007570300,976.9796,20.2,42766,25
39049007048,6134.862,4.24,31537,21
06065042408,6389.197,14.9,21572,30
06065042409,5515.649,0,19560,43
06065042406,11260.28,0,20249,34
39049007044,7197.085,5.92,42055,18
06065042404,6117.976,2.43,13856,33
06065042405,13730.61,0,15110,31
06065042402,4101.26,2.21,22925,37
06065042403,5652.447,2.99,21146,35
39049007043,5128.419,3.9,28180,22
06065042401,248.0159,0,29843,36
41045940000,0,0,0,0
39113050401,3306.068,0,29942,20
28011950400,11.67549,0,14227,20
06037404302,9266.211,0,21793,32
17031804308,5840.013,0,35801,30
06037404301,13318.54,0,16122,24
21041950300,39.3089,29.73,25020,24
42103950601,119.8666,17.74,34943,33
17031804309,4076.499,8.47,23282,29
48135002000,1535.77,8.72,17862,22
34031175703,19961.71,6.08,21911,34
26163557700,4891.32,0,33989,24
06115040700,348.7127,0,24435,35
36029001900,6479.301,0,25174,21
06001430700,7962.241,0,37555,34
34031175701,14412.37,0,22471,28
08069001902,3851.691,0,27475,24
06037297500,6424.571,4.49,51882,28
08035014006,2926.896,0,45646,29
04013422221,5193.313,0,31136,23
04013422220,3793.464,0,38406,22
22033003400,3373.407,11.76,16922,23
04013422222,5896.687,0,30824,21
22073010700,2767.67,18.3,8904,13
51165011500,1538.102,0,26689,17
72149720502,1045.041,0,8761,24
13051002000,6380.188,29.17,16565,23
12095012304,5925.536,0,13750,32
12095012305,6833.459,10.43,15166,31
12095012306,3522.558,0,17875,32
12095012307,5396.708,0,13710,36
17011965500,23.01634,2.1,28075,22
35041000200,1249.926,20.33,14929,11
12095012303,4838.736,0,18676,32
27061480100,3.748795,5.56,25629,30
08031000102,5073.413,0,49782,24
39023001400,4725.921,27.45,19478,20
17001000900,3847.688,0,18335,13
55025001605,22544.13,0,27541,18
42001031102,503.534,0,32545,30
42001031101,4227.204,0,23344,20
48231960900,2529.527,75.51,13202,20
24510080101,4547.061,10.03,26183,31
24510080102,14783.38,12.4,14965,31
12099007839,924.5228,0,33224,31
24005404600,110.4754,0,44013,28
26065004402,6250.635,0,15462,16
04013116100,3870.405,10.91,11736,21
18097320600,2048.705,33.33,30356,20
08069001606,2497.711,0,35458,19
48041000400,2920.623,4.98,19669,15
42069112500,1179.537,14.84,20681,23
17143003402,500.8367,0,49559,18
08069001605,758.8132,12.37,33703,23
17143003401,837.4114,0,44698,17
37083930400,1788.48,0,15335,27
26163539400,8332.782,10.66,14830,25
72137121802,2204.24,0,11546,39
11001006600,18278.6,0,94345,25
26021000600,5406.153,16.75,12395,15
13299950900,30.1942,7.32,18262,18
53035091800,1083.899,0,33956,35
08069001602,3975.697,0,36496,19
36081073900,64965.35,0,51560,43
42069110900,2867.507,0,22641,25
08069001601,755.15,0,29115,23
26161412700,2343.392,3.63,26894,24
49029970100,23.83258,0,28468,27
42043022100,2959.738,2.16,29220,20
13115001300,1294.299,0,21005,18
18097355400,7582.266,0,15255,24
21037050400,11294.57,5.1,35081,20
11001004300,42872.12,0,64986,28
29095014114,3105.913,14.26,30271,24
29095014111,692.8468,0,49619,31
29073960200,17.95558,0,28577,29
29095014112,170.0579,0,35673,26
31109002701,6748.138,0,18957,15
31109002702,3961.314,0,27771,18
42101035100,10347.57,0,38268,31
27137003600,753.3828,0,23756,22
06037604002,19325.24,0,22660,28
39061024800,4078.794,0,51583,25
01073011804,2706.065,0,19424,27
18095011900,3488.538,22.95,15447,22
19153004400,4439.58,0,17955,22
06113011300,76.92543,3.73,32912,29
45011970500,34.12014,0,25841,28
42123971200,24.70677,0,18472,25
36071013900,193.3514,0,40612,35
48113001900,12203.87,0,105655,19
51017920100,8.613647,0,28210,28
06029000101,1654.73,0,21225,27
12015020700,4303.501,0,16024,21
41011000200,6.649405,0,31572,29
06029000102,4853.458,0,21215,24
51810045200,868.7859,1.74,23359,15
24031703207,4167.793,11.56,23718,37
35005000400,634.7051,19.82,17542,18
42101020600,3325.65,0,40484,27
36059414201,14630.13,16.26,27773,33
26159010900,109.1371,0,28517,26
36059414202,13970.21,0,22971,31
72145560801,1690.947,20,6903,32
42029303801,425.8592,4.4,45603,27
26163522000,3047.935,0,13531,37
39155920800,3531.871,0,10520,22
17051950500,34.25851,2.36,19959,21
48181000901,234.1539,1.24,28982,22
37183051200,5781.939,0,43263,19
18089042100,2978.295,37.97,23644,24
48201422000,4943.04,0,50273,29
06037463800,3464.822,0,89286,32
22021000300,37.95781,24.29,19472,26
12086005502,13499.07,19.08,15433,30
29189221800,639.5425,8.7,18167,28
06059011102,10602.52,3.36,20648,24
36047038200,65384.63,0,12172,55
45045003008,1673.813,0,36311,25
06059011101,11524.89,0,23204,24
12009064302,4018.399,26.92,19721,20
48121021749,2433.703,0,61494,32
12009064301,4087.997,0,23255,21
55021970600,45.50294,1.1,33544,26
06055200601,6653.651,0,30163,22
48441011000,1431.692,0,16696,14
06055200602,3287.685,0,42107,23
34003061100,2369.051,0,68110,28
48201324100,753.8567,2.42,13751,27
72031050901,1260.743,2.27,17439,33
25027753200,1525.356,0,28500,28
12023110400,2247.323,60.19,18523,22
28015950200,14.09252,0.46,17463,29
24031703201,4528.426,17.47,41624,35
25009251200,18756.06,20.51,15538,23
06001451501,2440.117,21.24,47682,27
06001451503,5726.021,0,36388,34
06001451505,6202.202,0,62858,29
06001451504,1374.183,0,44778,30
06001451506,10671.77,0,32267,29
48061011000,4754.882,30.53,9829,15
12099007407,5818.506,0,101464,19
13245000100,2086.134,18.99,39278,18
17021958100,19.31458,0,27089,29
36059408000,8395.093,0,43751,35
06067009501,109.6825,0,14997,25
08041003307,4006.252,9.78,34779,20
49035113409,5365.217,2.65,20228,22
49035113408,6117.612,15.25,18474,23
49035102701,9632.636,0,15006,19
29189216000,4779.705,0,20333,22
49035113407,2551.997,0,18677,21
49035113406,8983.822,5.05,15183,21
18061060500,87.59958,10.44,28399,30
17043844901,7008.052,0,41732,29
37047930300,57.07239,1.52,24291,31
36103123301,9144.325,0,24371,29
06075012601,36587.85,0,99281,34
36103123302,7704.567,0,15472,22
39095010002,4756.981,9.5,25051,17
26049000800,1856.677,0,14785,18
39095010001,4214.399,7.56,24059,17
06037219800,17735.51,6.3,14289,34
37051002700,133.9521,0,25161,25
13133950303,79.23348,0,14904,14
12105011100,1940.138,16.91,8783,21
13133950301,183.1434,0,86217,25
18093951200,61.87696,9.06,21884,23
37001021102,816.9976,12.77,21504,21
36081059900,25659.19,0,29529,38
36059301700,5235.205,0,88599,44
36117020301,235.1833,0,26766,24
36117020302,231.335,2.83,31007,24
24029950500,90.64283,0,32016,29
27005450400,50.44488,0,34745,24
13137000500,372.1962,10.48,18491,20
36119001000,23576.24,11.36,12024,28
26017285400,169.1918,0,36261,22
09003492500,2673.655,0,40979,19
01103000800,3032.681,24,19935,17
39119911200,111.7955,3.2,26006,27
51590001400,404.7808,0,30132,21
26049000300,6316.358,0,13380,22
17121951700,16.09633,0,28372,29
26161454000,546.1891,0,37591,23
18163010404,649.5676,0,39445,20
39095005902,4115.782,0,20367,18
24031700604,394.9631,0,74560,33
24031700606,2351.121,0,54764,37
24031700607,5121.034,0,58117,35
24031700608,557.3724,0,93144,36
40109107212,5697.781,0,18734,24
48031950100,9.983212,0.85,32147,27
42057960200,24.90464,0,23100,36
36029011400,7642.604,0,21078,21
26163533000,5297.959,13.21,14267,30
09005320100,605.4755,21.92,29072,28
26055550600,140.7908,5.6,26368,24
18097357000,6746.244,26.13,13633,23
16001010331,2437.989,11.03,33779,21
17061973700,417.5564,13.08,17202,24
22045030400,129.4532,15.63,18721,22
48029150100,5719.667,8.16,18500,21
04013813000,1935.239,0,45382,26
37157041500,613.2357,9.63,27487,24
37127010200,1171.13,1.36,11873,18
19173180100,18.17327,12.82,23828,19
17097861902,4481.792,5.48,18012,27
48187210606,280.9931,0,37597,26
26161414700,1805.404,0,43258,26
48187210604,382.9283,0,28779,29
37071030204,337.6717,0,33319,29
37071030205,522.238,9.03,21190,28
42043024503,588.9567,0,42972,20
37071030203,248.489,6.41,25829,30
06037482701,9600.397,0,23123,29
48201520500,3250.474,0,12795,24
06007000700,3860.411,8.06,29657,14
06037482702,8701.182,4.55,27420,31
55087012601,486.2785,0,33218,21
36051030700,200.3309,4.24,28531,27
55087012602,101.1927,0,36900,21
42073000900,2475.687,0,14078,20
18183050100,152.976,1.03,27725,23
36061020901,81677.27,3.98,16281,33
44003020400,4263.67,22.32,26305,25
26025004100,1764.181,0,18628,15
13169030302,58.31263,0,25844,28
48479000904,10688.08,10,11292,20
55079180300,2132.191,8.61,21934,22
06029004901,9045.744,0,13494,17
48479000901,7762.419,0,11425,18
06029004902,8429.732,1.31,14775,18
40113940007,75.91091,0.71,28064,31
40113940006,1996.344,0,18907,16
40113940005,77.2834,0,27687,24
06001405200,15389.83,0,43369,35
39081012300,2460.229,9.71,20014,27
40113940002,30.78055,0,18739,18
36115087000,66.22376,0,28517,30
42101035602,6068.059,0,38570,35
34027043600,6596.33,0,58196,21
36119010701,1680.54,3.94,91340,43
08041007300,651.5219,0,52175,29
40113940009,36.10103,0,34746,30
40113940008,13.59808,9.45,25955,26
08035014202,39.42671,7.48,50505,34
08035014203,934.0599,9.88,49177,34
17201003604,5406.788,5.79,21170,17
08035014204,324.5445,6.08,37860,34
29213480106,296.6653,0,24065,20
17031813702,26095.6,0,12977,34
29189220445,1665.126,0,51880,32
29189220446,3438.82,0,40153,29
17031813701,14037.64,4.92,23987,38
29189220441,4269.023,0,32143,27
29189220442,2073.313,5.29,31631,28
29189220443,4018.824,10.43,30181,27
17031802300,2607.751,0,77779,31
41005020501,1435.727,0,47940,27
01097005700,78.85964,0,27760,25
41005020503,2491.853,0,57322,25
41005020504,2596.449,0,52698,28
41005020505,1997.453,2.45,48120,29
12033003614,250.4988,10.26,23694,25
06081990100,0,0,0,0
17097861403,3557.971,0,17465,37
12033003610,1794.039,0,27477,21
12033003611,1118.491,0,31700,24
12033003612,618.6855,0,31785,25
12033003613,137.6831,7.42,23499,27
29047021803,816.3246,6.09,33588,24
27111961500,13.20842,10.83,24122,25
37127010900,51.08312,0,19832,27
29047021806,104.749,2.95,24660,28
47125101803,698.8411,0,33213,27
29047021804,110.2735,0,40218,27
29047021805,340.0726,0,31700,27
48201252900,1474.135,0,26146,23
42003501000,3396.322,5.41,22879,27
26117971100,74.50047,2.78,21614,33
24031703209,9613.19,0,37306,35
34013012500,23388.68,0,21035,33
36047027200,72203.8,0,22572,48
42063961102,27411.4,0,3993,13
06059110003,6524.963,10.13,33787,28
39155932600,2269.919,7.69,25161,19
01127020300,483.9945,6.61,27045,26
72069180400,2709.131,0,11270,26
13199970500,94.36688,30.43,19562,23
25005653102,337.341,6.61,26506,24
36055011603,1361.931,0,20112,18
21111011102,700.6995,25.48,31356,22
06061021204,221.3042,0,42669,29
06061021203,1280.838,0.2,36159,28
27019090601,3114.278,0,43977,23
21111011106,4218.748,6.67,26987,21
36055011605,1252.254,0,34033,19
37077970702,862.2942,21.95,14763,24
21111011109,2471.926,0,28633,22
31001966100,380.5553,0,16729,17
37077970701,72.92923,4.62,29107,32
09003494100,3057.31,0,42866,21
37077970704,411.3461,0,7521,0
55133204301,1163.671,0,36002,22
10001041300,2417.707,5.77,20299,31
12127082507,3377.764,0,21931,18
12127082506,2225.356,0,22098,17
26163505400,4620.201,23.71,10297,28
12127082503,2615.631,43.51,19254,23
17123961300,13.8919,12.5,32814,30
31095963800,936.4887,0,18367,15
12127082509,1134.212,2.66,29411,24
12127082508,1828.933,4.01,33439,21
17031815702,4026.531,0,49916,30
72127005215,7078.976,0,10538,31
21219950200,49.51682,54.24,17809,27
06037242300,18815.33,0,11216,36
05003960700,31.92914,0,21100,13
13135050548,1442.161,19.86,26683,35
06007002700,1149.157,0,25897,20
18003002200,1441.688,3.13,19021,22
06059099601,5732.693,2.08,19753,28
13135050545,2456.654,10.86,20698,39
05051011400,3708.349,1.8,12954,12
06059099602,6421.263,0,34014,23
13135050540,3988.787,3.08,25789,26
13135050541,11787.72,16.15,16621,28
13135050542,3938.651,0,19542,23
13135050543,2638.137,0,26385,34
36047052700,88930.08,10.58,22130,33
26163558700,5046.882,0,38171,25
45083020301,2442.861,0,7719,19
40109107704,4097.566,0,20865,19
27147960200,661.3959,0,34885,18
21009950200,125.4178,0,21332,16
42039110300,41.04404,22.06,23214,28
29107090500,39.99141,14.85,30372,25
31183973600,1.399554,0,30800,19
36067010321,2017.061,9.09,34942,20
26163541300,5386.646,2.45,13717,27
18167000700,2982.745,0,13134,20
48085030506,2319.393,0,48519,24
36047050700,37462.46,2.4,8966,27
48085030504,1421.573,0,62951,24
37183053109,643.7476,10.75,30315,31
48085030508,5920.889,4.27,43249,24
48085030509,6483.882,0,40876,30
48029141900,112.77,5.75,22862,28
36055013604,2997.846,0,30361,19
34013019500,6993.729,0,69234,47
48201212300,4628.665,11.72,12567,23
36055013601,5500.582,3.86,24404,24
36055013603,1802.737,0,31861,18
36005046201,36292.09,5.4,26556,52
33005970700,49.59946,2.33,31184,37
36005046202,25940.57,5,15920,47
12101031901,27.59132,0,30318,45
21029020103,361.2432,0,30003,33
01097003704,3416.09,0,32576,22
01097003705,2533.662,0,42384,21
01097003706,2825.881,7.21,33464,22
01097003707,4645.36,0,24676,22
01097003703,2497.971,0,28554,21
01067030100,13.7084,0,20019,26
27021960301,21.1716,0,38184,22
01097003708,2404.673,0,27456,25
01097003709,2376.675,0,31721,23
22057021800,1293.533,9.09,21468,21
06053014107,225.592,0,24559,20
10003002700,7540.499,19.32,24334,20
01109188600,14.00036,0,22974,28
21159950300,21.51901,0,13335,43
12057011407,2430.109,0,46054,27
12057011408,3740.159,10.13,36413,27
12057011409,2221.977,0,42910,25
47141000700,1130.644,0,13863,18
48109950300,0.592578,0,18862,11
26161414000,6778.782,14.01,19553,21
55121100700,50.41016,1.09,29697,27
17031842500,5103.892,34.82,8962,51
26125157400,2546.677,0,50259,28
13159010500,36.78723,8.13,21259,33
26125193600,2130.538,0,35848,30
26099215200,775.7168,0,51913,29
20085082600,20.71102,6.13,28286,28
21033920300,39.0459,0,21544,22
21111004500,1834.995,0,19027,22
34003035200,1730.995,0,77235,34
48439113102,864.6168,0,35893,27
48439113107,3473.021,0,43347,22
27013171101,9075.728,0,12303,15
21097950400,73.83263,22.97,20529,24
48439113104,8571.355,7.87,33131,23
39093022500,3553.451,21.13,24038,25
06037530101,13624.61,9.13,15343,34
06037530102,10098.31,13.36,20313,36
48439113108,2228.091,0,43011,25
18159020300,36.12517,0,27795,26
06095252202,511.2439,1.62,36047,33
34007606700,5623.679,0,32611,29
06095252201,253.3712,0,51691,31
06037311300,8360.1,0,39949,27
06109004100,171.7632,0,32842,24
45051020300,82.20567,0,17376,26
55025000407,5248.045,0,30880,20
36047115000,45762.28,1.3,17861,47
48135001000,4970.245,0,27302,24
13077170502,196.1346,0,35441,36
13077170503,212.7858,12.67,29481,34
13077170501,180.0466,5.01,30586,29
40109107808,4223.845,0,22456,18
06019007300,68.6992,0,23459,31
06071008500,797.4201,0,55592,26
22017023100,1811.161,0,48542,18
06065041201,4570.42,2.55,16465,37
01021060500,17.15515,0.59,22266,30
06065041202,9621.192,5.29,13449,34
29101960600,1567.979,20.28,17626,15
40145030406,2477.953,3.49,27817,26
36103111401,3020.888,9.09,52810,30
13063040509,2395.398,0,26038,30
72079850400,229.0504,0,6923,22
01057020300,27.32066,2.7,17401,26
06075033203,24925.13,0,26351,33
38035010900,2336.707,0,37626,13
55049950300,21.06628,1.64,26054,23
08043979000,3.450836,0,28590,36
26163554700,2882.477,10.13,34577,24
06065030103,6020.112,0.88,16274,28
36005023800,19244.93,3.31,18114,40
06065030101,6685.867,4.03,16829,36
55061960100,1025.169,13.37,21685,19
06075033201,11111.45,0,7355,26
06065030104,6248.713,6.55,19643,25
48097000400,160.0499,0,16180,17
24510130805,1394.697,13.95,35751,30
24510130804,6506.758,0,36725,23
24025306400,1554.455,0,37931,28
25005651500,9272.389,4.08,20385,21
24510130803,9686.791,41.38,35451,24
06019001407,9077.96,2.23,9280,21
26163577300,5665.13,0,20286,23
36059303800,5129.314,0,43628,28
01005950700,39.88795,0,18743,16
26037011001,107.0649,1.37,22784,23
48375012800,4063.137,10.59,16901,17
12099007612,5126.778,0,36329,21
26037011002,103.7893,0,34377,27
19097950400,34.35223,4.22,28035,24
54045956500,53.83665,7.89,14749,31
25021456102,3516.183,17.53,33579,35
39095001303,2929.18,0,28951,20
39095001302,7773.165,0,14925,17
39095001301,5199.91,0,42363,20
22079013600,20.34626,13.19,19536,35
29071800800,80.36835,0,25489,37
06037555202,8250.459,0,42374,27
29097011800,828.5857,6.7,18895,16
42011010802,1752.677,0,30927,20
12097042300,2115.084,5.93,15957,31
48201452900,8693.1,4.58,13849,27
39113000100,3303.377,22.39,28451,29
02090001800,6.448856,9.41,25654,15
